"ID","answered_all","Duration..in.seconds.","RecordedDate","UserLanguage","Dem_age","Dem_gender","Dem_edu","Dem_edu_mom","Dem_employment","Country","Dem_Expat","Dem_state","Dem_maritalstatus","Dem_dependents","Dem_riskgroup","Dem_isolation","Dem_isolation_adults","Dem_isolation_kids","AD_gain","AD_loss","AD_check","Scale_PSS10_UCLA_1","Scale_PSS10_UCLA_2","Scale_PSS10_UCLA_3","Scale_PSS10_UCLA_4","Scale_PSS10_UCLA_5","Scale_PSS10_UCLA_6","Scale_PSS10_UCLA_7","Scale_PSS10_UCLA_8","Scale_PSS10_UCLA_9","Scale_PSS10_UCLA_10","Scale_SLON_1","Scale_SLON_2","Scale_SLON_3","OECD_people_1","OECD_people_2","OECD_insititutions_1","OECD_insititutions_2","OECD_insititutions_3","OECD_insititutions_4","OECD_insititutions_5","OECD_insititutions_6","Corona_concerns_1","Corona_concerns_2","Corona_concerns_3","Corona_concerns_4","Corona_concerns_5","Trust_countrymeasure","Compliance_1","Compliance_2","Compliance_3","Compliance_4","Compliance_5","Compliance_6","born_92","experience_war","experience_war_TXT","war_injury","loss_during_war","time_spent_in_war","time_spent_in_war_TXT","Scale_UCLA_TRI_1","Scale_UCLA_TRI_2","Scale_UCLA_TRI_3","Scale_UCLA_TRI_4","PS_PTSD_1","PS_PTSD_2","PS_PTSD_3","PS_PTSD_4","PS_PTSD_5","BFF_15_1","BFF_15_2","BFF_15_3","BFF_15_4","BFF_15_5","BFF_15_6","BFF_15_7","BFF_15_8","BFF_15_9","BFF_15_10","BFF_15_11","BFF_15_12","BFF_15_13","BFF_15_14","BFF_15_15","Expl_Distress_1","Expl_Distress_2","Expl_Distress_3","Expl_Distress_4","Expl_Distress_5","Expl_Distress_6","Expl_Distress_7","Expl_Distress_8","Expl_Distress_9","Expl_Distress_10","Expl_Distress_11","Expl_Distress_12","Expl_Distress_13","Expl_Distress_14","Expl_Distress_15","Expl_Distress_16","Expl_Distress_17","Expl_Distress_18","Expl_Distress_19","Expl_Distress_20","Expl_Distress_21","Expl_Distress_22","Expl_Distress_23","Expl_Distress_24","Expl_Distress_txt","SPS_1","SPS_2","SPS_3","SPS_4","SPS_5","SPS_6","SPS_7","SPS_8","SPS_9","SPS_10","Expl_Coping_1","Expl_Coping_2","Expl_Coping_3","Expl_Coping_4","Expl_Coping_5","Expl_Coping_6","Expl_Coping_7","Expl_Coping_8","Expl_Coping_9","Expl_Coping_10","Expl_Coping_11","Expl_Coping_12","Expl_Coping_13","Expl_Coping_14","Expl_Coping_15","Expl_Coping_16","Expl_coping_txt","Expl_media_1","Expl_media_2","Expl_media_3","Expl_media_4","Expl_media_5","Expl_media_6","Final_open","PSS10_avg","SLON3_avg","neu","ext","ope","agr","con","SPS_avg","Scale_UCLA_TRI_avg"
"125105","No","791","2020-03-26 13:01:35","DA","26","Male","College degree, bachelor, master","College degree","Student","Denmark","yes","NA","Other or would rather not say","0","NA","Life carries on with minor changes","NA","NA","� If Program A is adopted, 200 people will be saved.","NA","Not sure","4","2","2","4","3","2","3","4","2","2","5","3","5","7","9","2","7","7","6","8","8","5","5","4","4","3","7","4","4","3","5","3","4","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","4","4","4","3","5","5","6","5","4","2","4","4","6","5","4","2","2","99","5","99","6","99","6","99","5","5","5","5","4","1","2","99","5","5","3","4","2","5","5","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","2.4","4.333333","3.666667","3.333333","5","4.333333","4","NA","NA"
"125106","No","217","2020-03-27 12:52:52","DA","67","Female","Some College, short continuing education or equivalent","Some College or equivalent","Retired","Denmark","yes","frederiksberg","Single","0","NA","Life carries on with minor changes","0","0","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"125107","No","597","2020-03-26 12:57:25","DA","27","Female","Some College, short continuing education or equivalent","Some College or equivalent","Student","Denmark","yes","Kobenhavn","Married/cohabiting","1","NA","Isolated","1","0","NA","� If Program C is adopted 400 people will die.","No","2","2","2","4","3","3","3","3","2","2","3","3","5","5","6","8","9","9","10","9","9","4","4","3","5","6","8","6","5","6","5","5","2","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","4","2","5","4","4","3","3","3","5","1","3","5","6","3","4","3","99","99","4","99","4","1","5","99","6","4","1","5","3","NA","6","2","4","6","4","3","1","4","4","NA","5","5","4","5","5","5","5","6","4","6","4","4","6","5","5","3","4","1","6","6","1","4","5","6","1","5","NA","NA","NA","NA","NA","NA","NA","NA","2.4","3.666667","2.666667","4","3.666667","4.666667","4.666667","5","NA"
"125108","No","41189","2020-03-27 00:13:25","DA","42","Female","College degree, bachelor, master","Some College or equivalent","Full time employed","Denmark","yes","Randers","Married/cohabiting","2","NA","Life carries on with minor changes","NA","NA","NA","� If Program C is adopted 400 people will die.","No","1","3","1","5","3","2","4","5","2","1","3","2","3","7","9","7","8","6","6","8","7","2","3","3","4","4","6","6","5","4","3","5","2","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","4","3","6","4","2","5","3","4","3","3","2","4","5","4","4","1","2","4","4","NA","6","3","2","1","4","4","5","3","2","2","4","1","4","3","4","2","2","5","5","NA","5","4","5","6","6","4","6","6","4","6","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","5","4","NA","3","2","5","NA","1.7","2.666667","2.666667","2.666667","3.333333","3.333333","4","5.2","NA"
"125109","No","1031","2020-03-27 13:04:05","DA","34","Female","Some College, short continuing education or equivalent","Some College or equivalent","Student","Denmark","yes","Kobenhavn","Married/cohabiting","0","NA","Life carries on with minor changes","NA","NA","� If Program A is adopted, 200 people will be saved.","NA","No","4","3","4","4","3","4","3","3","3","4","2","2","2","8","10","8","8","8","9","9","7","NA","NA","NA","NA","NA","5","6","6","6","2","5","1","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","5","5","4","4","3","6","6","6","6","4","5","5","5","4","5","4","99","99","2","99","2","99","1","99","5","5","2","2","2","5","2","4","2","4","5","2","2","6","2","Bekymret over om min uddannelse, eksamener, praktik udskydes pa langere sigt og om betydning for min SU","6","6","6","6","6","6","6","6","6","6","5","6","5","5","4","5","4","2","6","5","5","5","2","6","1","6","Fysisk aktivitet og gature i parken og musik og podcasts","4","2","2","2","4","4","NA","3.3","2","4.333333","2.666667","6","4.333333","4.333333","6","NA"
"125110","No","763","2020-03-26 12:58:59","DA","26","Male","Some College, short continuing education or equivalent","Up to 9 years of school","Student","Denmark","yes","Odense Kommune","Single","0","NA","Life carries on with minor changes","0","0","NA","� If Program C is adopted 400 people will die.","No","4","4","4","3","3","4","3","3","4","3","3","3","4","4","5","5","4","6","8","8","6","2","6","2","5","5","4","6","5","5","5","5","1","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","5","4","3","3","3","4","4","4","4","2","3","4","5","5","5","2","5","99","2","99","2","99","99","99","6","4","6","6","5","99","1","4","5","5","5","2","2","5","99","NA","2","4","1","2","2","3","1","4","4","2","5","4","4","4","2","2","2","1","3","5","4","4","4","5","1","4","NA","4","5","5","2","2","2","NA","3.5","3.333333","4.333333","3","4","4","4","2.5","NA"
"125111","No","1311","2020-03-26 13:07:23","DA","36","Female","Up to 9 years of school","Some College or equivalent","Not employed","Denmark","yes","Tonder","Divorced/widowed","3","NA","Life carries on with minor changes","NA","NA","NA","NA","NA","5","3","5","3","2","4","3","2","4","5","5","3","4","8","10","9","10","10","10","10","9","6","6","6","6","6","5","6","6","6","6","3","5","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","5","6","1","3","4","2","5","6","6","3","6","6","3","3","4","6","5","5","5","99","6","3","2","6","5","5","6","6","6","3","6","3","6","5","6","5","1","6","4","Jeg har desvarre faet depression og ved ikke hvordan jeg skal fa hjalp til det og om der er tid til at tage sig af det..","4","5","5","3","5","5","5","4","5","4","4","5","5","NA","4","4","4","2","5","4","2","4","3","5","4","4","NA","5","5","6","5","6","3","Pas pa de svage. De der let far depression eller let far angst anfald.","4","4","5.666667","4","5.666667","5.333333","3.666667","4.5","NA"
"125112","No","1659","2020-03-26 13:13:05","DA","30","Male","College degree, bachelor, master","College degree","Full time employed","Denmark","yes","Ronne","Single","0","NA","Life carries on with minor changes","0","0","NA","� If Program D is adopted there is 1/3 probability that nobody will die, and 2/3 probability that 600 people will die.","Yes","1","1","1","5","5","1","5","5","1","1","1","1","2","8","9","6","9","7","9","8","9","2","3","2","4","5","5","6","5","5","2","4","2","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","1","2","5","2","4","5","4","4","4","4","5","5","4","3","4","1","1","99","1","99","2","1","1","99","4","2","2","2","2","99","1","1","1","4","2","1","1","1","1","NA","6","5","6","5","5","6","5","4","5","5","5","3","2","3","1","4","5","1","5","3","3","4","4","6","1","5","NA","4","2","2","4","4","2","Fysisk traning, kaffe og lysterapi","1","1.333333","1.666667","2.666667","4","4.333333","4","5.2","NA"
"125113","No","568","2020-03-27 12:54:57","DA","56","Male","College degree, bachelor, master","Up to 12 years of school","Retired","Denmark","yes","Roskilde","Married/cohabiting","2","Yes","Isolated","1","2","NA","NA","NA","1","3","1","5","3","3","4","4","3","1","3","1","3","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","2","2.333333","NA","NA","NA","NA","NA","NA","NA"
"125114","Yes","815","2020-03-26 12:58:47","DA","31","Male","College degree, bachelor, master","Some College or equivalent","Self-employed","Denmark","yes","Hvidovre","Married/cohabiting","1","Not sure","Isolated","1","1","NA","� If Program D is adopted there is 1/3 probability that nobody will die, and 2/3 probability that 600 people will die.","No","3","3","4","3","3","4","3","2","3","3","2","3","4","7","9","5","6","6","7","6","7","5","6","2","5","4","3","5","4","4","5","2","3","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","2","2","5","5","5","3","6","4","5","3","4","4","4","3","5","5","5","3","5","5","3","1","4","4","5","2","3","6","5","3","5","2","5","4","2","2","2","5","5","NA","5","5","5","5","4","5","4","6","5","6","3","4","4","4","4","3","5","4","4","3","3","3","4","4","1","3","NA","5","3","2","4","5","4","NA","3.3","3","2","4.666667","5","4","4.333333","5","NA"
"125115","No","1083","2020-03-26 13:02:46","DA","44","Male","Some College, short continuing education or equivalent","Up to 12 years of school","Full time employed","Denmark","yes","Frederikshavn","Divorced/widowed","3","NA","Isolated","0","1","� If Program A is adopted, 200 people will be saved.","NA","No","1","2","1","4","2","1","4","5","1","1","1","1","3","8","9","5","6","3","6","6","6","1","2","1","1","3","6","6","5","5","6","5","1","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","1","1","5","4","5","2","4","5","4","3","4","5","4","5","4","1","1","1","2","99","5","1","99","2","2","2","1","1","2","3","4","2","2","2","4","1","2","5","1","NA","6","4","5","5","4","5","5","4","4","5","2","5","5","6","5","4","1","1","3","4","1","3","4","5","1","2","NA","1","4","1","5","2","3","NA","1.6","1.666667","1.333333","4.666667","4.333333","4.333333","3.333333","4.7","NA"
"125116","Yes","891","2020-03-26 12:58:27","DA","25","Female","Some College, short continuing education or equivalent","Up to 12 years of school","Full time employed","Denmark","yes","Faaborg midtfyn","Married/cohabiting","0","Not sure","Isolated","1","0","NA","� If Program D is adopted there is 1/3 probability that nobody will die, and 2/3 probability that 600 people will die.","Yes","4","3","3","3","2","4","2","3","4","3","5","2","5","3","8","4","7","2","10","10","4","1","4","1","1","1","8","5","5","5","3","5","1","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","2","2","4","6","5","1","6","5","5","2","2","5","5","2","5","1","4","1","2","4","6","1","5","2","6","2","2","2","2","2","1","2","6","6","5","1","1","99","3","NA","3","3","3","3","3","4","5","3","3","3","2","5","5","5","5","2","2","2","4","2","2","3","2","5","2","2","NA","2","2","2","2","2","2","Det der plager mig mest, er at jeg foler mig isoleret og mangler venner omkring mig","3.5","4","2.333333","5.666667","5.333333","4","5","3.3","NA"
"125117","No","1696","2020-03-26 13:11:47","DA","71","Female","Up to 12 years of school","Up to 12 years of school","Retired","Denmark","yes","kobenhavn","Divorced/widowed","0","NA","Isolated","0","0","NA","NA","NA","1","3","1","4","2","2","4","3","2","1","3","1","3","8","9","5","9","5","8","7","9","4","5","5","5","6","5","6","6","6","5","5","1","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","1","1","4","4","5","5","4","6","4","4","6","4","4","3","4","99","99","99","99","99","4","2","99","99","4","99","2","2","4","99","99","1","3","1","99","1","2","5","99","NA","5","5","5","5","5","4","5","6","4","5","4","4","6","1","5","4","3","4","4","2","2","3","1","4","4","4","NA","3","4","2","3","2","4","NA","2.1","2.333333","1.666667","3.666667","4.666667","4.333333","4","4.9","NA"
"125118","No","467","2020-03-27 12:51:02","DA","37","Female","Some College, short continuing education or equivalent","Up to 12 years of school","Full time employed","Denmark","yes","Odense","Married/cohabiting","2","Yes","Isolated","1","2","NA","� If Program D is adopted there is 1/3 probability that nobody will die, and 2/3 probability that 600 people will die.","No","3","3","5","4","3","4","4","3","3","2","1","2","5","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","3","2.666667","NA","NA","NA","NA","NA","NA","NA"
"125119","No","2190","2020-03-26 13:19:04","DA","35","Male","Some College, short continuing education or equivalent","Up to 12 years of school","Student","Denmark","yes","esbjerg","Single","0","NA","Isolated","0","0","NA","� If Program C is adopted 400 people will die.","No","2","4","3","5","3","3","4","4","2","2","3","2","4","9","7","7","9","7","7","7","4","5","5","5","6","6","2","4","4","4","6","5","4","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","5","2","6","6","6","5","6","5","6","3","3","6","4","3","6","3","6","99","6","4","5","1","2","99","6","3","6","6","5","2","2","4","4","6","2","2","1","6","2","NA","5","6","3","6","5","6","5","3","5","6","2","4","2","3","2","5","6","6","4","5","4","2","2","6","1","2","NA","2","2","3","2","2","1","NA","2.4","3","2.666667","4.666667","5.666667","4.333333","4.666667","5","NA"
"125120","No","887","2020-03-26 12:55:04","DA","43","Female","College degree, bachelor, master","Some College or equivalent","Student","Denmark","yes","Koge","Married/cohabiting","4","NA","Isolated","1","3","� If Program A is adopted, 200 people will be saved.","NA","No","4","2","4","4","2","4","3","2","5","4","4","2","4","8","9","7","8","8","10","10","9","5","5","4","5","5","4","6","5","5","5","4","5","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","5","5","5","4","5","4","5","5","5","4","4","6","5","1","6","6","6","2","6","99","3","1","5","2","5","4","6","5","3","99","2","5","4","2","99","2","2","6","1","NA","5","5","4","4","5","5","5","6","5","5","5","6","5","4","5","3","5","5","5","5","4","5","5","5","4","5","NA","6","4","4","4","4","4","NA","3.6","3.333333","4","4","5","4.333333","5.666667","4.9","NA"
"125121","No","1240","2020-03-26 13:00:09","DA","30","Female","College degree, bachelor, master","Some College or equivalent","Student","Denmark","yes","Kobenhavn","Single","0","NA","Life carries on with minor changes","NA","NA","NA","� If Program D is adopted there is 1/3 probability that nobody will die, and 2/3 probability that 600 people will die.","No","2","4","4","4","3","3","4","3","2","2","5","3","5","5","9","6","9","8","7","6","7","5","6","6","6","5","5","6","6","6","4","3","2","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","5","4","3","6","6","4","5","6","6","2","5","6","6","4","6","2","4","99","5","99","4","99","99","99","6","2","5","6","6","4","6","1","6","6","99","2","1","6","99","NA","4","5","2","3","5","4","4","5","3","4","4","1","5","1","6","6","1","1","6","5","4","4","6","6","1","5","NA","6","4","4","2","6","2","NA","2.7","4.333333","4.333333","5","5.666667","5.333333","5","3.9","NA"
"125122","No","171","2020-03-27 12:42:56","DA","38","Male","College degree, bachelor, master","Up to 12 years of school","Retired","Denmark","yes","Kerteminde","Married/cohabiting","1","Not sure","Life carries on with minor changes","NA","NA","NA","� If Program D is adopted there is 1/3 probability that nobody will die, and 2/3 probability that 600 people will die.","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"125123","No","1140","2020-03-26 12:57:55","DA","51","Female","Up to 12 years of school","Up to 9 years of school","Part time employed","Denmark","yes","8700","Married/cohabiting","2","NA","Life carries on with minor changes","3","NA","� If Program A is adopted, 200 people will be saved.","NA","No","2","3","3","4","3","3","4","4","2","2","3","1","3","8","9","10","10","10","8","7","10","4","5","5","6","6","5","5","5","5","5","3","3","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","6","5","4","4","4","5","4","6","5","2","5","6","5","4","5","4","2","4","99","99","4","99","4","5","6","3","6","99","4","99","99","4","4","2","4","2","2","99","1","NA","6","4","3","4","2","5","5","4","3","6","5","6","4","4","3","5","1","1","2","5","1","4","4","4","4","5","NA","NA","NA","NA","NA","NA","NA","NA","2.4","2.333333","4.666667","3.333333","5","5.333333","4.333333","4.2","NA"
"125124","No","481","2020-03-27 12:47:16","DA","57","Male","Some College, short continuing education or equivalent","Up to 12 years of school","Not employed","Denmark","no","aarhus","Married/cohabiting","0","NA","Life carries on with minor changes","1","NA","NA","� If Program C is adopted 400 people will die.","No","3","3","4","3","4","3","3","3","3","2","4","4","4","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","2.9","4","NA","NA","NA","NA","NA","NA","NA"
"125125","No","1627","2020-03-26 13:05:56","DA","40","Female","College degree, bachelor, master","Some College or equivalent","Not employed","Denmark","yes","Rodovre","Single","0","NA","Life carries on with minor changes","0","0","� If Program B is adopted, there is 1/3 probability that 600 people will be saved, and 2/3 probability that no people will be saved","NA","No","3","4","3","4","4","1","5","5","2","2","3","3","4","4","5","5","7","5","9","9","8","1","4","1","5","6","6","6","6","6","1","3","3","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","6","6","3","2","4","5","4","6","5","1","4","6","6","NA","5","2","99","99","4","99","1","1","99","99","5","6","4","4","5","99","3","1","1","1","1","1","2","5","1","NA","5","5","3","5","5","4","4","6","3","6","5","1","6","1","2","3","1","1","1","5","2","5","1","6","1","6","NA","4","2","2","2","2","4","Under normale forhold er det en kamp for mig at navigere i prastationssamfundet (har depressioner, angst og spiseforstyrrelse). Covid19-krisen har vist mig, at jeg kan handtere at tage vare pa mig selv, nar verden er sat pa pause. Min hverdag ser meget ens ud, men i den nuvarende situation gor det mig normal, ikke sar og udgranset fra mainstream.","2.1","3.333333","5.333333","2.666667","5","5.333333","5.5","4.6","NA"
